OBJECTID,FIPS,NAME,COUNTY,HSR,MAP_SYMBOL,CTYREG_EST,STATE_AVG,POPOVER18,HSR_SYMBOL,DELMCC,MCONFINT
1080,08041002101,"Census Tract 21.01, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2925,Lowest Quintile,11.9,95% C.I.: 11.5 - 12.3
1081,08041001400,"Census Tract 14, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2948,Second Quintile,12.6,95% C.I.: 12.3 - 12.9
1082,08041001302,"Census Tract 13.02, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4357,Second Quintile,12.4,95% C.I.: 12.1 - 12.8
1083,08041001104,"Census Tract 11.04, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2574,Middle Quintile,13,95% C.I.: 12.6 - 13.4
1084,08041000800,"Census Tract 8, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2393,Middle Quintile,12.8,95% C.I.: 12.4 - 13.1
1085,08041000700,"Census Tract 7, El Paso County, Colorado",El Paso,4,Second Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2547,Lowest Quintile,11.8,95% C.I.: 11.4 - 12.2
1086,08041000600,"Census Tract 6, El Paso County, Colorado",El Paso,4,Second Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2690,Lowest Quintile,11.8,95% C.I.: 11.5 - 12.2
1087,08041000500,"Census Tract 5, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1897,Middle Quintile,12.7,95% C.I.: 12.3 - 13
1088,08041000400,"Census Tract 4, El Paso County, Colorado",El Paso,4,Second Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1836,Lowest Quintile,10.5,95% C.I.: 10.2 - 10.8
1089,08041007800,"Census Tract 78, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4335,Middle Quintile,12.8,95% C.I.: 12.5 - 13.2
1090,08041000302,"Census Tract 3.02, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3901,Middle Quintile,13.1,95% C.I.: 12.7 - 13.4
1091,08041007700,"Census Tract 77, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4788,Second Quintile,12.3,95% C.I.: 12 - 12.7
1092,08005083500,"Census Tract 835, Arapahoe County, Colorado",Arapahoe,15,Highest Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4171,Highest Quintile,15.8,95% C.I.: 15.3 - 16.4
1093,08005082800,"Census Tract 828, Arapahoe County, Colorado",Arapahoe,15,Fourth Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3796,Fourth Quintile,13.9,95% C.I.: 13.4 - 14.4
1094,08005082400,"Census Tract 824, Arapahoe County, Colorado",Arapahoe,15,Fourth Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3404,Fourth Quintile,14.9,95% C.I.: 14.4 - 15.4
1095,08005005630,"Census Tract 56.30, Arapahoe County, Colorado",Arapahoe,15,Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4170,Lowest Quintile,10.5,95% C.I.: 10.3 - 10.8
1096,08005005631,"Census Tract 56.31, Arapahoe County, Colorado",Arapahoe,15,Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2619,Lowest Quintile,10.4,95% C.I.: 10.1 - 10.7
1097,08005005628,"Census Tract 56.28, Arapahoe County, Colorado",Arapahoe,15,Lowest Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4615,Lowest Quintile,9.8,95% C.I.: 9.6 - 10.1
1098,08005005632,"Census Tract 56.32, Arapahoe County, Colorado",Arapahoe,15,Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2639,Second Quintile,11.8,95% C.I.: 11.5 - 12.1
1099,08005005629,"Census Tract 56.29, Arapahoe County, Colorado",Arapahoe,15,Lowest Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1838,Lowest Quintile,9.6,95% C.I.: 9.4 - 9.9
1100,08005084400,"Census Tract 844, Arapahoe County, Colorado",Arapahoe,15,Fourth Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2240,Fourth Quintile,14.4,95% C.I.: 13.9 - 14.8
1101,08055960900,"Census Tract 9609, Huerfano County, Colorado",Huerfano,6,Highest Quintile,County/Regional Estimate 23.8% (95% C.I.: 13.1 - 34.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3041,Highest Quintile,19.9,95% C.I.: 17.1 - 23.1
1102,08055960600,"Census Tract 9606, Huerfano County, Colorado",Huerfano,6,Highest Quintile,County/Regional Estimate 23.8% (95% C.I.: 13.1 - 34.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2427,Highest Quintile,23.1,95% C.I.: 19.2 - 29.1
1103,08005005624,"Census Tract 56.24, Arapahoe County, Colorado",Arapahoe,15,Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1883,Lowest Quintile,10.1,95% C.I.: 9.8 - 10.4
1104,08005005627,"Census Tract 56.27, Arapahoe County, Colorado",Arapahoe,15,Lowest Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3493,Lowest Quintile,9.5,95% C.I.: 9.2 - 9.7
1105,08005005614,"Census Tract 56.14, Arapahoe County, Colorado",Arapahoe,15,Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2570,Lowest Quintile,10.4,95% C.I.: 10.1 - 10.7
1106,08005006707,"Census Tract 67.07, Arapahoe County, Colorado",Arapahoe,15,Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3981,Second Quintile,11.2,95% C.I.: 10.9 - 11.6
1107,08005006708,"Census Tract 67.08, Arapahoe County, Colorado",Arapahoe,15,Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3868,Lowest Quintile,10.3,95% C.I.: 10 - 10.6
1108,08005006604,"Census Tract 66.04, Arapahoe County, Colorado",Arapahoe,15,Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3320,Second Quintile,10.6,95% C.I.: 10.3 - 11
1109,08005006603,"Census Tract 66.03, Arapahoe County, Colorado",Arapahoe,15,Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2770,Lowest Quintile,10.6,95% C.I.: 10.3 - 10.9
1110,08005006705,"Census Tract 67.05, Arapahoe County, Colorado",Arapahoe,15,Lowest Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1252,Lowest Quintile,9.8,95% C.I.: 9.6 - 10.1
1111,08005006601,"Census Tract 66.01, Arapahoe County, Colorado",Arapahoe,15,Middle Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4281,Middle Quintile,13.4,95% C.I.: 13 - 13.8
1112,08005005621,"Census Tract 56.21, Arapahoe County, Colorado",Arapahoe,15,Lowest Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2498,Lowest Quintile,9.9,95% C.I.: 9.6 - 10.2
1113,08005005625,"Census Tract 56.25, Arapahoe County, Colorado",Arapahoe,15,Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2358,Second Quintile,10.7,95% C.I.: 10.4 - 11
1114,08005006704,"Census Tract 67.04, Arapahoe County, Colorado",Arapahoe,15,Lowest Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3101,Lowest Quintile,9.4,95% C.I.: 9.1 - 9.6
1115,08005005620,"Census Tract 56.20, Arapahoe County, Colorado",Arapahoe,15,Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2399,Second Quintile,10.7,95% C.I.: 10.4 - 11.1
1116,08005006709,"Census Tract 67.09, Arapahoe County, Colorado",Arapahoe,15,Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4221,Lowest Quintile,10.3,95% C.I.: 10 - 10.6
1117,08005005619,"Census Tract 56.19, Arapahoe County, Colorado",Arapahoe,15,Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3702,Second Quintile,10.7,95% C.I.: 10.4 - 11
1118,08005005633,"Census Tract 56.33, Arapahoe County, Colorado",Arapahoe,15,Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2542,Lowest Quintile,10.1,95% C.I.: 9.8 - 10.3
1119,08005081700,"Census Tract 817, Arapahoe County, Colorado",Arapahoe,15,Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2232,Second Quintile,11.8,95% C.I.: 11.4 - 12.2
1120,08005015100,"Census Tract 151, Arapahoe County, Colorado",Arapahoe,15,Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2032,Lowest Quintile,10.6,95% C.I.: 10.3 - 10.9
1121,08005083900,"Census Tract 839, Arapahoe County, Colorado",Arapahoe,15,Middle Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2496,Second Quintile,12,95% C.I.: 11.7 - 12.4
1122,08005082900,"Census Tract 829, Arapahoe County, Colorado",Arapahoe,15,Highest Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3283,Fourth Quintile,15.5,95% C.I.: 15 - 16
1123,08005087300,"Census Tract 873, Arapahoe County, Colorado",Arapahoe,15,Highest Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),6029,Highest Quintile,16.6,95% C.I.: 16 - 17.1
1124,08005086900,"Census Tract 869, Arapahoe County, Colorado",Arapahoe,15,Highest Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2313,Highest Quintile,17.1,95% C.I.: 16.6 - 17.7
1125,08005087100,"Census Tract 871, Arapahoe County, Colorado",Arapahoe,15,Fourth Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2204,Fourth Quintile,14,95% C.I.: 13.5 - 14.5
1126,08005007301,"Census Tract 73.01, Arapahoe County, Colorado",Arapahoe,15,Highest Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1774,Highest Quintile,18.4,95% C.I.: 17.7 - 19.1
1127,08005006100,"Census Tract 61, Arapahoe County, Colorado",Arapahoe,15,Middle Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2339,Middle Quintile,12.9,95% C.I.: 12.6 - 13.3
1128,08005006300,"Census Tract 63, Arapahoe County, Colorado",Arapahoe,15,Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2043,Second Quintile,11.6,95% C.I.: 11.3 - 12
1129,08005006706,"Census Tract 67.06, Arapahoe County, Colorado",Arapahoe,15,Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3759,Lowest Quintile,10.3,95% C.I.: 10 - 10.6
1130,08005006200,"Census Tract 62, Arapahoe County, Colorado",Arapahoe,15,Middle Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2475,Second Quintile,12,95% C.I.: 11.7 - 12.3
1131,08005005952,"Census Tract 59.52, Arapahoe County, Colorado",Arapahoe,15,Middle Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2624,Middle Quintile,12.3,95% C.I.: 11.9 - 12.6
1132,08005005951,"Census Tract 59.51, Arapahoe County, Colorado",Arapahoe,15,Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3816,Second Quintile,10.9,95% C.I.: 10.6 - 11.3
1133,08005005800,"Census Tract 58, Arapahoe County, Colorado",Arapahoe,15,Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2059,Second Quintile,11.5,95% C.I.: 11.2 - 11.8
1134,08005005612,"Census Tract 56.12, Arapahoe County, Colorado",Arapahoe,15,Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2848,Second Quintile,10.8,95% C.I.: 10.5 - 11.1
1135,08005006400,"Census Tract 64, Arapahoe County, Colorado",Arapahoe,15,Middle Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2648,Middle Quintile,13,95% C.I.: 12.6 - 13.4
1136,08005006000,"Census Tract 60, Arapahoe County, Colorado",Arapahoe,15,Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2241,Second Quintile,11.3,95% C.I.: 11 - 11.7
1137,08041000301,"Census Tract 3.01, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2746,Middle Quintile,13.1,95% C.I.: 12.7 - 13.5
1138,08041000203,"Census Tract 2.03, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3381,Second Quintile,12.4,95% C.I.: 12 - 12.7
1139,08005080500,"Census Tract 805, Arapahoe County, Colorado",Arapahoe,15,Middle Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3050,Middle Quintile,12.2,95% C.I.: 11.8 - 12.7
1140,08005083000,"Census Tract 830, Arapahoe County, Colorado",Arapahoe,15,Fourth Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2714,Middle Quintile,13.8,95% C.I.: 13.3 - 14.2
1141,08005083200,"Census Tract 832, Arapahoe County, Colorado",Arapahoe,15,Fourth Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),6084,Middle Quintile,13.6,95% C.I.: 13.2 - 14
1142,08005085900,"Census Tract 859, Arapahoe County, Colorado",Arapahoe,15,Fourth Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2472,Fourth Quintile,14.3,95% C.I.: 13.9 - 14.8
1143,08005006855,"Census Tract 68.55, Arapahoe County, Colorado",Arapahoe,15,Middle Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3977,Second Quintile,12,95% C.I.: 11.6 - 12.3
1144,08005086400,"Census Tract 864, Arapahoe County, Colorado",Arapahoe,15,Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1703,Second Quintile,11.2,95% C.I.: 10.9 - 11.5
1145,08005086700,"Census Tract 867, Arapahoe County, Colorado",Arapahoe,15,Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2500,Second Quintile,11.6,95% C.I.: 11.3 - 11.9
1146,08005007103,"Census Tract 71.03, Arapahoe County, Colorado",Arapahoe,15,Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1334,Second Quintile,11.2,95% C.I.: 10.9 - 11.5
1147,08005005700,"Census Tract 57, Arapahoe County, Colorado",Arapahoe,15,Fourth Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2936,Fourth Quintile,13.9,95% C.I.: 13.5 - 14.3
1148,08005005622,"Census Tract 56.22, Arapahoe County, Colorado",Arapahoe,15,Lowest Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1855,Lowest Quintile,9.6,95% C.I.: 9.3 - 9.9
1149,08005005611,"Census Tract 56.11, Arapahoe County, Colorado",Arapahoe,15,Lowest Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3689,Lowest Quintile,9.7,95% C.I.: 9.4 - 10
1150,08005007400,"Census Tract 74, Arapahoe County, Colorado",Arapahoe,15,Highest Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3662,Highest Quintile,16.7,95% C.I.: 16.1 - 17.3
1151,08005005553,"Census Tract 55.53, Arapahoe County, Colorado",Arapahoe,15,Middle Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2909,Middle Quintile,12.9,95% C.I.: 12.5 - 13.4
1152,08005005626,"Census Tract 56.26, Arapahoe County, Colorado",Arapahoe,15,Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2880,Lowest Quintile,10.3,95% C.I.: 10 - 10.6
1153,08005007600,"Census Tract 76, Arapahoe County, Colorado",Arapahoe,15,Highest Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2581,Highest Quintile,16.3,95% C.I.: 15.7 - 16.9
1154,08041000202,"Census Tract 2.02, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3521,Lowest Quintile,12.1,95% C.I.: 11.7 - 12.4
1155,08041007900,"Census Tract 79, El Paso County, Colorado",El Paso,4,Lowest Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2051,Lowest Quintile,8.9,95% C.I.: 8.6 - 9.2
1156,08041000102,"Census Tract 1.02, El Paso County, Colorado",El Paso,4,Second Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2842,Lowest Quintile,11.7,95% C.I.: 11.4 - 12
1157,08041004701,"Census Tract 47.01, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3841,Second Quintile,12.6,95% C.I.: 12.2 - 12.9
1158,08041005501,"Census Tract 55.01, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3604,Fourth Quintile,13.3,95% C.I.: 12.9 - 13.6
1159,08041004901,"Census Tract 49.01, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2764,Fourth Quintile,13.9,95% C.I.: 13.5 - 14.3
1160,08041004902,"Census Tract 49.02, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4471,Second Quintile,12.2,95% C.I.: 11.9 - 12.6
1161,08041004501,"Census Tract 45.01, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3257,Highest Quintile,14.2,95% C.I.: 13.7 - 14.7
1162,08041004008,"Census Tract 40.08, El Paso County, Colorado",El Paso,4,Highest Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1053,Highest Quintile,15.8,95% C.I.: 15.3 - 16.2
1163,08041007000,"Census Tract 70, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3042,Second Quintile,12.5,95% C.I.: 12.2 - 12.9
1164,08041003702,"Census Tract 37.02, El Paso County, Colorado",El Paso,4,Second Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4114,Lowest Quintile,11.5,95% C.I.: 11.2 - 11.8
1165,08041002800,"Census Tract 28, El Paso County, Colorado",El Paso,4,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4519,Fourth Quintile,13.5,95% C.I.: 13 - 14
1166,08041001301,"Census Tract 13.01, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2040,Second Quintile,12.3,95% C.I.: 12 - 12.6
1167,08041003902,"Census Tract 39.02, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),7681,Middle Quintile,13,95% C.I.: 12.7 - 13.3
1168,08041007300,"Census Tract 73, El Paso County, Colorado",El Paso,4,Middle Quintile,County/Regional Estimate 12.8% (95% C.I.: 11.5 - 14.1),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),6877,Second Quintile,12.5,95% C.I.: 12.2 - 12.8
1169,08005083700,"Census Tract 837, Arapahoe County, Colorado",Arapahoe,15,Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3379,Second Quintile,11.7,95% C.I.: 11.4 - 12.1
