OBJECTID,FIPS,NAME,COUNTY,HSR,MAP_SYMBOL,CTYREG_EST,STATE_AVG,POPOVER18,HSR_SYMBOL,DELMCC,MCONFINT
287,08069001111,"Census Tract 11.11, Larimer County, Colorado",Larimer,2,Second Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2007,Fourth Quintile,11.7,95% C.I.: 11.2 - 12.3
288,08001009203,"Census Tract 92.03, Adams County, Colorado",Adams,14,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2842,Highest Quintile,18.5,95% C.I.: 17.9 - 19.1
289,08001008505,"Census Tract 85.05, Adams County, Colorado",Adams,14,Fourth Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5492,Lowest Quintile,14.8,95% C.I.: 14.4 - 15.3
290,08001008506,"Census Tract 85.06, Adams County, Colorado",Adams,14,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4712,Second Quintile,15.6,95% C.I.: 15.1 - 16
291,08001009501,"Census Tract 95.01, Adams County, Colorado",Adams,14,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2186,Highest Quintile,17.3,95% C.I.: 16.7 - 17.9
292,08001009502,"Census Tract 95.02, Adams County, Colorado",Adams,14,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3468,Highest Quintile,17.7,95% C.I.: 17.1 - 18.3
293,08001009309,"Census Tract 93.09, Adams County, Colorado",Adams,14,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2878,Highest Quintile,17.6,95% C.I.: 17 - 18.3
294,08001009310,"Census Tract 93.10, Adams County, Colorado",Adams,14,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4291,Fourth Quintile,16.7,95% C.I.: 16.2 - 17.3
295,08001009319,"Census Tract 93.19, Adams County, Colorado",Adams,14,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1800,Fourth Quintile,16.9,95% C.I.: 16.4 - 17.4
296,08069001110,"Census Tract 11.10, Larimer County, Colorado",Larimer,2,Fourth Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4987,Highest Quintile,13.7,95% C.I.: 13.2 - 14.2
297,08069001008,"Census Tract 10.08, Larimer County, Colorado",Larimer,2,Second Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1602,Fourth Quintile,11.8,95% C.I.: 11.3 - 12.2
298,08069001004,"Census Tract 10.04, Larimer County, Colorado",Larimer,2,Lowest Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2548,Lowest Quintile,9.4,95% C.I.: 9 - 9.7
299,08069001003,"Census Tract 10.03, Larimer County, Colorado",Larimer,2,Second Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4044,Middle Quintile,11.3,95% C.I.: 10.9 - 11.8
300,08069000902,"Census Tract 9.02, Larimer County, Colorado",Larimer,2,Middle Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2928,Highest Quintile,12.9,95% C.I.: 12.4 - 13.5
301,08069001603,"Census Tract 16.03, Larimer County, Colorado",Larimer,2,Middle Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4057,Highest Quintile,12.9,95% C.I.: 12.3 - 13.5
302,08069000901,"Census Tract 9.01, Larimer County, Colorado",Larimer,2,Lowest Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4569,Second Quintile,9.9,95% C.I.: 9.6 - 10.3
303,08069001304,"Census Tract 13.04, Larimer County, Colorado",Larimer,2,Fourth Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1826,Highest Quintile,13.7,95% C.I.: 13 - 14.6
304,08069000700,"Census Tract 7, Larimer County, Colorado",Larimer,2,Middle Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2458,Fourth Quintile,12.3,95% C.I.: 11.9 - 12.7
305,08001009316,"Census Tract 93.16, Adams County, Colorado",Adams,14,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4917,Middle Quintile,16.5,95% C.I.: 16 - 17
306,08001009603,"Census Tract 96.03, Adams County, Colorado",Adams,14,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4285,Second Quintile,15.5,95% C.I.: 15 - 16
307,08001009321,"Census Tract 93.21, Adams County, Colorado",Adams,14,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2771,Fourth Quintile,16.8,95% C.I.: 16.2 - 17.3
308,08001009407,"Census Tract 94.07, Adams County, Colorado",Adams,14,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4335,Middle Quintile,16.5,95% C.I.: 16 - 17.1
309,08001009323,"Census Tract 93.23, Adams County, Colorado",Adams,14,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2878,Second Quintile,15.4,95% C.I.: 14.9 - 15.9
310,08001009411,"Census Tract 94.11, Adams County, Colorado",Adams,14,Fourth Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2460,Lowest Quintile,14.3,95% C.I.: 13.9 - 14.7
311,08001009307,"Census Tract 93.07, Adams County, Colorado",Adams,14,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.9 - 18.6),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3032,Middle Quintile,16.4,95% C.I.: 15.8 - 16.9
312,08069000600,"Census Tract 6, Larimer County, Colorado",Larimer,2,Highest Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),6265,Highest Quintile,16.4,95% C.I.: 15.7 - 17.1
313,08069001009,"Census Tract 10.09, Larimer County, Colorado",Larimer,2,Second Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4884,Middle Quintile,10.8,95% C.I.: 10.5 - 11.3
314,08069000100,"Census Tract 1, Larimer County, Colorado",Larimer,2,Second Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2194,Fourth Quintile,11.6,95% C.I.: 11.2 - 12.1
315,08069002300,"Census Tract 23, Larimer County, Colorado",Larimer,2,Second Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2657,Middle Quintile,10.6,95% C.I.: 10.3 - 11
316,08069001602,"Census Tract 16.02, Larimer County, Colorado",Larimer,2,Second Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3550,Middle Quintile,11.1,95% C.I.: 10.7 - 11.5
317,08069001306,"Census Tract 13.06, Larimer County, Colorado",Larimer,2,Highest Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1709,Highest Quintile,16.9,95% C.I.: 15.8 - 18.1
318,08069001305,"Census Tract 13.05, Larimer County, Colorado",Larimer,2,Middle Quintile,County/Regional Estimate 11.8% (95% C.I.: 10 - 13.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1600,Fourth Quintile,11.9,95% C.I.: 11.4 - 12.5
319,08059010209,"Census Tract 102.09, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4725,Highest Quintile,10.8,95% C.I.: 10.4 - 11.2
320,08059010305,"Census Tract 103.05, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3102,Fourth Quintile,10.3,95% C.I.: 9.9 - 10.6
321,08059009832,"Census Tract 98.32, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2200,Middle Quintile,10.1,95% C.I.: 9.8 - 10.4
322,08059009833,"Census Tract 98.33, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4540,Middle Quintile,9.8,95% C.I.: 9.5 - 10.1
323,08059009834,"Census Tract 98.34, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3697,Middle Quintile,10,95% C.I.: 9.7 - 10.4
324,08059009831,"Census Tract 98.31, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2085,Highest Quintile,10.8,95% C.I.: 10.3 - 11.2
325,08059010210,"Census Tract 102.10, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2732,Second Quintile,9.2,95% C.I.: 9 - 9.5
326,08059010206,"Census Tract 102.06, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3259,Second Quintile,9.3,95% C.I.: 9.1 - 9.6
327,08059009835,"Census Tract 98.35, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2810,Second Quintile,9.2,95% C.I.: 9 - 9.5
328,08059009828,"Census Tract 98.28, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4315,Middle Quintile,10,95% C.I.: 9.7 - 10.3
329,08059010205,"Census Tract 102.05, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1916,Lowest Quintile,8,95% C.I.: 7.8 - 8.2
330,08059010303,"Census Tract 103.03, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4123,Second Quintile,9.5,95% C.I.: 9.2 - 9.8
331,08087000600,"Census Tract 6, Morgan County, Colorado",Morgan,1,Fourth Quintile,County/Regional Estimate 13.4% (95% C.I.: 9.3 - 17.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4169,Fourth Quintile,15.3,95% C.I.: 13.9 - 17.3
332,08087000200,"Census Tract 2, Morgan County, Colorado",Morgan,1,Fourth Quintile,County/Regional Estimate 13.4% (95% C.I.: 9.3 - 17.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2128,Fourth Quintile,13.8,95% C.I.: 12.5 - 15.2
333,08087000100,"Census Tract 1, Morgan County, Colorado",Morgan,1,Middle Quintile,County/Regional Estimate 13.4% (95% C.I.: 9.3 - 17.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2147,Middle Quintile,13.2,95% C.I.: 12.1 - 14.6
334,08087000500,"Census Tract 5, Morgan County, Colorado",Morgan,1,Highest Quintile,County/Regional Estimate 13.4% (95% C.I.: 9.3 - 17.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1970,Highest Quintile,16,95% C.I.: 14.4 - 17.8
335,08087000800,"Census Tract 8, Morgan County, Colorado",Morgan,1,Middle Quintile,County/Regional Estimate 13.4% (95% C.I.: 9.3 - 17.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1392,Middle Quintile,12.4,95% C.I.: 11.4 - 13.7
336,08087000400,"Census Tract 4, Morgan County, Colorado",Morgan,1,Fourth Quintile,County/Regional Estimate 13.4% (95% C.I.: 9.3 - 17.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3208,Fourth Quintile,13.6,95% C.I.: 12.4 - 15.2
337,08087000300,"Census Tract 3, Morgan County, Colorado",Morgan,1,Highest Quintile,County/Regional Estimate 13.4% (95% C.I.: 9.3 - 17.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1604,Highest Quintile,16,95% C.I.: 14.5 - 17.9
338,08087000700,"Census Tract 7, Morgan County, Colorado",Morgan,1,Fourth Quintile,County/Regional Estimate 13.4% (95% C.I.: 9.3 - 17.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4133,Fourth Quintile,14,95% C.I.: 12.7 - 15.6
339,08059009830,"Census Tract 98.30, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1843,Middle Quintile,9.8,95% C.I.: 9.5 - 10.1
340,08059009829,"Census Tract 98.29, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1415,Highest Quintile,10.9,95% C.I.: 10.6 - 11.2
341,08059010212,"Census Tract 102.12, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3726,Fourth Quintile,10.6,95% C.I.: 10.2 - 10.9
342,08059009824,"Census Tract 98.24, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3890,Highest Quintile,11.5,95% C.I.: 11.1 - 11.9
343,08059009823,"Census Tract 98.23, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3551,Fourth Quintile,10.2,95% C.I.: 9.9 - 10.4
344,08059010208,"Census Tract 102.08, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4444,Fourth Quintile,10.3,95% C.I.: 9.9 - 10.6
345,08059010213,"Census Tract 102.13, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3801,Fourth Quintile,10.5,95% C.I.: 10.2 - 10.9
346,08059010304,"Census Tract 103.04, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2337,Lowest Quintile,9.1,95% C.I.: 8.8 - 9.3
347,08059009839,"Census Tract 98.39, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1777,Middle Quintile,10,95% C.I.: 9.7 - 10.3
348,08059060300,"Census Tract 603, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3310,Highest Quintile,11.1,95% C.I.: 10.7 - 11.4
349,08059060500,"Census Tract 605, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3530,Fourth Quintile,10.2,95% C.I.: 9.9 - 10.5
350,08059060400,"Census Tract 604, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2953,Fourth Quintile,10.3,95% C.I.: 10 - 10.6
351,08059009851,"Census Tract 98.51, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2958,Second Quintile,9.4,95% C.I.: 9.1 - 9.6
352,08059009837,"Census Tract 98.37, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2197,Lowest Quintile,9.2,95% C.I.: 9 - 9.4
353,08059009838,"Census Tract 98.38, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3391,Second Quintile,9.3,95% C.I.: 9.1 - 9.6
354,08059009827,"Census Tract 98.27, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4887,Highest Quintile,11.1,95% C.I.: 10.8 - 11.5
355,08059009815,"Census Tract 98.15, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4036,Middle Quintile,9.9,95% C.I.: 9.6 - 10.1
356,08059009808,"Census Tract 98.08, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4257,Middle Quintile,9.8,95% C.I.: 9.5 - 10.1
357,08059009840,"Census Tract 98.40, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3193,Lowest Quintile,8.5,95% C.I.: 8.2 - 8.8
358,08059009836,"Census Tract 98.36, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3038,Second Quintile,9.2,95% C.I.: 9 - 9.5
359,08115968300,"Census Tract 9683, Sedgwick County, Colorado",Sedgwick,1,Lowest Quintile,County/Regional Estimate 12.4% (95% C.I.: 3.2 - 21.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1883,Middle Quintile,9.9,95% C.I.: 7.2 - 14.7
360,08059010211,"Census Tract 102.11, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2745,Lowest Quintile,8.8,95% C.I.: 8.5 - 9.1
361,08059010307,"Census Tract 103.07, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3871,Middle Quintile,10,95% C.I.: 9.6 - 10.3
362,08059010306,"Census Tract 103.06, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2397,Second Quintile,9.6,95% C.I.: 9.3 - 10
363,08059009841,"Census Tract 98.41, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1871,Lowest Quintile,9.1,95% C.I.: 8.8 - 9.3
364,08095967600,"Census Tract 9676, Phillips County, Colorado",Phillips,1,Lowest Quintile,County/Regional Estimate 8.1% (95% C.I.: 2.8 - 13.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2201,Lowest Quintile,7.5,95% C.I.: 6 - 11.6
365,08095967700,"Census Tract 9677, Phillips County, Colorado",Phillips,1,Lowest Quintile,County/Regional Estimate 8.1% (95% C.I.: 2.8 - 13.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1127,Lowest Quintile,6.4,95% C.I.: 5.2 - 8.8
366,08013013003,"Census Tract 130.03, Boulder County, Colorado",Boulder,16,Lowest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4354,Lowest Quintile,9.3,95% C.I.: 9 - 9.7
367,08013013401,"Census Tract 134.01, Boulder County, Colorado",Boulder,16,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2589,Highest Quintile,13.9,95% C.I.: 13.3 - 14.6
368,08013013503,"Census Tract 135.03, Boulder County, Colorado",Boulder,16,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3838,Highest Quintile,14,95% C.I.: 13.3 - 14.6
369,08013013006,"Census Tract 130.06, Boulder County, Colorado",Boulder,16,Second Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4023,Second Quintile,10.1,95% C.I.: 9.8 - 10.5
370,08013012203,"Census Tract 122.03, Boulder County, Colorado",Boulder,16,Middle Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5754,Fourth Quintile,12.1,95% C.I.: 11.6 - 12.6
371,08013013402,"Census Tract 134.02, Boulder County, Colorado",Boulder,16,Middle Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5971,Highest Quintile,12.8,95% C.I.: 12.2 - 13.4
372,08013013210,"Census Tract 132.10, Boulder County, Colorado",Boulder,16,Middle Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3675,Highest Quintile,13,95% C.I.: 12.4 - 13.7
373,08013013302,"Census Tract 133.02, Boulder County, Colorado",Boulder,16,Second Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3882,Middle Quintile,10.3,95% C.I.: 9.8 - 10.6
374,08013013307,"Census Tract 133.07, Boulder County, Colorado",Boulder,16,Second Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2847,Middle Quintile,10.8,95% C.I.: 10.3 - 11.3
375,08013013308,"Census Tract 133.08, Boulder County, Colorado",Boulder,16,Second Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2891,Middle Quintile,10.7,95% C.I.: 10.2 - 11.2
376,08013012510,"Census Tract 125.10, Boulder County, Colorado",Boulder,16,Lowest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3717,Lowest Quintile,9,95% C.I.: 8.7 - 9.4
377,08013012907,"Census Tract 129.07, Boulder County, Colorado",Boulder,16,Second Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2489,Middle Quintile,11.1,95% C.I.: 10.7 - 11.5
378,08013013305,"Census Tract 133.05, Boulder County, Colorado",Boulder,16,Middle Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3806,Highest Quintile,12.7,95% C.I.: 12.2 - 13.3
379,08013060900,"Census Tract 609, Boulder County, Colorado",Boulder,16,Second Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3662,Fourth Quintile,11.6,95% C.I.: 11.2 - 12
380,08013012509,"Census Tract 125.09, Boulder County, Colorado",Boulder,16,Second Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2783,Second Quintile,10.2,95% C.I.: 9.8 - 10.6
381,08013013208,"Census Tract 132.08, Boulder County, Colorado",Boulder,16,Lowest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4351,Lowest Quintile,9,95% C.I.: 8.6 - 9.5
382,08013012701,"Census Tract 127.01, Boulder County, Colorado",Boulder,16,Lowest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4525,Second Quintile,9.6,95% C.I.: 9.3 - 9.9
383,08013012507,"Census Tract 125.07, Boulder County, Colorado",Boulder,16,Middle Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3838,Fourth Quintile,12.5,95% C.I.: 12 - 13
384,08013012505,"Census Tract 125.05, Boulder County, Colorado",Boulder,16,Lowest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3148,Second Quintile,9.6,95% C.I.: 9.3 - 9.9
385,08013013201,"Census Tract 132.01, Boulder County, Colorado",Boulder,16,Lowest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1255,Second Quintile,9.6,95% C.I.: 9.2 - 10.1
386,08013013211,"Census Tract 132.11, Boulder County, Colorado",Boulder,16,Second Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4254,Middle Quintile,11.2,95% C.I.: 10.7 - 11.7
387,08013013207,"Census Tract 132.07, Boulder County, Colorado",Boulder,16,Second Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.1 - 12.7),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3468,Second Quintile,10.2,95% C.I.: 9.8 - 10.6
