OBJECTID,FIPS,NAME,COUNTY,HSR,POPOVER18,MAP_SYMBOL,CTYREG_EST,STATE_AVG,HSR_SYMBOL,MNTLD,MCONFINT
288,08001009203,"Census Tract 92.03, Adams County, Colorado",Adams,14,2842,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,10,95% C.I.: 9.5 - 10.4
289,08001008505,"Census Tract 85.05, Adams County, Colorado",Adams,14,5492,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,10.1,95% C.I.: 9.8 - 10.5
290,08001008506,"Census Tract 85.06, Adams County, Colorado",Adams,14,4712,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,9.8,95% C.I.: 9.4 - 10.2
291,08001009501,"Census Tract 95.01, Adams County, Colorado",Adams,14,2186,Middle Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,9.4,95% C.I.: 9 - 9.8
292,08001009502,"Census Tract 95.02, Adams County, Colorado",Adams,14,3468,Middle Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,9,95% C.I.: 8.6 - 9.5
293,08001009309,"Census Tract 93.09, Adams County, Colorado",Adams,14,2878,Middle Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,9.3,95% C.I.: 8.9 - 9.8
294,08001009310,"Census Tract 93.10, Adams County, Colorado",Adams,14,4291,Middle Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,9.1,95% C.I.: 8.7 - 9.5
295,08001009319,"Census Tract 93.19, Adams County, Colorado",Adams,14,1800,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,9.5,95% C.I.: 9.1 - 9.9
296,08069001110,"Census Tract 11.10, Larimer County, Colorado",Larimer,2,4987,Middle Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,9,95% C.I.: 8.7 - 9.5
297,08069001008,"Census Tract 10.08, Larimer County, Colorado",Larimer,2,1602,Second Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,8.7,95% C.I.: 8.3 - 9.1
298,08069001004,"Census Tract 10.04, Larimer County, Colorado",Larimer,2,2548,Lowest Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,7.6,95% C.I.: 7.3 - 8
299,08069001003,"Census Tract 10.03, Larimer County, Colorado",Larimer,2,4044,Second Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,8.4,95% C.I.: 8 - 8.8
300,08069000902,"Census Tract 9.02, Larimer County, Colorado",Larimer,2,2928,Middle Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,9.1,95% C.I.: 8.6 - 9.6
301,08069001603,"Census Tract 16.03, Larimer County, Colorado",Larimer,2,4057,Middle Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,9.2,95% C.I.: 8.7 - 9.7
302,08069000901,"Census Tract 9.01, Larimer County, Colorado",Larimer,2,4569,Lowest Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,7.5,95% C.I.: 7.2 - 7.9
303,08069001304,"Census Tract 13.04, Larimer County, Colorado",Larimer,2,1826,Fourth Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,9.6,95% C.I.: 8.9 - 10.3
304,08069000700,"Census Tract 7, Larimer County, Colorado",Larimer,2,2458,Second Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,8.4,95% C.I.: 8 - 8.7
305,08001009316,"Census Tract 93.16, Adams County, Colorado",Adams,14,4917,Middle Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,9.2,95% C.I.: 8.8 - 9.6
306,08001009603,"Census Tract 96.03, Adams County, Colorado",Adams,14,4285,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,10.5,95% C.I.: 10.1 - 11
307,08001009321,"Census Tract 93.21, Adams County, Colorado",Adams,14,2771,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,9.6,95% C.I.: 9.2 - 10.1
308,08001009407,"Census Tract 94.07, Adams County, Colorado",Adams,14,4335,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,9.9,95% C.I.: 9.5 - 10.3
309,08001009323,"Census Tract 93.23, Adams County, Colorado",Adams,14,2878,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,10.3,95% C.I.: 9.9 - 10.8
310,08001009411,"Census Tract 94.11, Adams County, Colorado",Adams,14,2460,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,10.2,95% C.I.: 9.8 - 10.6
311,08001009307,"Census Tract 93.07, Adams County, Colorado",Adams,14,3032,Middle Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,9,95% C.I.: 8.6 - 9.4
312,08069000600,"Census Tract 6, Larimer County, Colorado",Larimer,2,6265,Highest Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,10.9,95% C.I.: 10.3 - 11.5
313,08069001009,"Census Tract 10.09, Larimer County, Colorado",Larimer,2,4884,Second Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,8.4,95% C.I.: 8 - 8.8
314,08069000100,"Census Tract 1, Larimer County, Colorado",Larimer,2,2194,Lowest Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8,95% C.I.: 7.7 - 8.4
315,08069002300,"Census Tract 23, Larimer County, Colorado",Larimer,2,2657,Second Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,8.3,95% C.I.: 8 - 8.7
316,08069001602,"Census Tract 16.02, Larimer County, Colorado",Larimer,2,3550,Second Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,8.4,95% C.I.: 8 - 8.9
317,08069001306,"Census Tract 13.06, Larimer County, Colorado",Larimer,2,1709,Middle Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,8.8,95% C.I.: 8.3 - 9.6
318,08069001305,"Census Tract 13.05, Larimer County, Colorado",Larimer,2,1600,Second Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,8.5,95% C.I.: 8.1 - 9.1
319,08059010209,"Census Tract 102.09, Jefferson County, Colorado",Jefferson,21,4725,Middle Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,9.3,95% C.I.: 8.9 - 9.7
320,08059010305,"Census Tract 103.05, Jefferson County, Colorado",Jefferson,21,3102,Middle Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,9.2,95% C.I.: 8.9 - 9.6
321,08059009832,"Census Tract 98.32, Jefferson County, Colorado",Jefferson,21,2200,Middle Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,8.9,95% C.I.: 8.6 - 9.2
322,08059009833,"Census Tract 98.33, Jefferson County, Colorado",Jefferson,21,4540,Second Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,8.7,95% C.I.: 8.4 - 9.1
323,08059009834,"Census Tract 98.34, Jefferson County, Colorado",Jefferson,21,3697,Second Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,8.7,95% C.I.: 8.4 - 9
324,08059009831,"Census Tract 98.31, Jefferson County, Colorado",Jefferson,21,2085,Highest Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,11.3,95% C.I.: 10.8 - 11.8
325,08059010210,"Census Tract 102.10, Jefferson County, Colorado",Jefferson,21,2732,Second Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8.5,95% C.I.: 8.2 - 8.8
326,08059010206,"Census Tract 102.06, Jefferson County, Colorado",Jefferson,21,3259,Second Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8.4,95% C.I.: 8.1 - 8.7
327,08059009835,"Census Tract 98.35, Jefferson County, Colorado",Jefferson,21,2810,Second Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8.4,95% C.I.: 8.2 - 8.7
328,08059009828,"Census Tract 98.28, Jefferson County, Colorado",Jefferson,21,4315,Second Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8.6,95% C.I.: 8.3 - 8.9
329,08059010205,"Census Tract 102.05, Jefferson County, Colorado",Jefferson,21,1916,Lowest Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,7.8,95% C.I.: 7.6 - 8
330,08059010303,"Census Tract 103.03, Jefferson County, Colorado",Jefferson,21,4123,Middle Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,8.8,95% C.I.: 8.5 - 9.1
331,08087000600,"Census Tract 6, Morgan County, Colorado",Morgan,1,4169,Lowest Quintile,County/Regional Estimate 6.6% (95% C.I.: 4.1 - 9.2),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,7,95% C.I.: 6.1 - 8.8
332,08087000200,"Census Tract 2, Morgan County, Colorado",Morgan,1,2128,Lowest Quintile,County/Regional Estimate 6.6% (95% C.I.: 4.1 - 9.2),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,7.3,95% C.I.: 6.4 - 8.6
333,08087000100,"Census Tract 1, Morgan County, Colorado",Morgan,1,2147,Lowest Quintile,County/Regional Estimate 6.6% (95% C.I.: 4.1 - 9.2),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,6.8,95% C.I.: 6 - 8.1
334,08087000500,"Census Tract 5, Morgan County, Colorado",Morgan,1,1970,Lowest Quintile,County/Regional Estimate 6.6% (95% C.I.: 4.1 - 9.2),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,6.8,95% C.I.: 5.9 - 8.5
335,08087000800,"Census Tract 8, Morgan County, Colorado",Morgan,1,1392,Lowest Quintile,County/Regional Estimate 6.6% (95% C.I.: 4.1 - 9.2),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,6.8,95% C.I.: 5.9 - 7.8
336,08087000400,"Census Tract 4, Morgan County, Colorado",Morgan,1,3208,Lowest Quintile,County/Regional Estimate 6.6% (95% C.I.: 4.1 - 9.2),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,6.7,95% C.I.: 5.7 - 8.2
337,08087000300,"Census Tract 3, Morgan County, Colorado",Morgan,1,1604,Lowest Quintile,County/Regional Estimate 6.6% (95% C.I.: 4.1 - 9.2),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,7.3,95% C.I.: 6.4 - 9.2
338,08087000700,"Census Tract 7, Morgan County, Colorado",Morgan,1,4133,Lowest Quintile,County/Regional Estimate 6.6% (95% C.I.: 4.1 - 9.2),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,6,95% C.I.: 5.2 - 7.4
339,08059009830,"Census Tract 98.30, Jefferson County, Colorado",Jefferson,21,1843,Middle Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,9.4,95% C.I.: 9.1 - 9.8
340,08059009829,"Census Tract 98.29, Jefferson County, Colorado",Jefferson,21,1415,Middle Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,9.4,95% C.I.: 9.1 - 9.7
341,08059010212,"Census Tract 102.12, Jefferson County, Colorado",Jefferson,21,3726,Second Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8.5,95% C.I.: 8.2 - 8.8
342,08059009824,"Census Tract 98.24, Jefferson County, Colorado",Jefferson,21,3890,Fourth Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,10,95% C.I.: 9.7 - 10.3
343,08059009823,"Census Tract 98.23, Jefferson County, Colorado",Jefferson,21,3551,Middle Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,9.4,95% C.I.: 9.1 - 9.7
344,08059010208,"Census Tract 102.08, Jefferson County, Colorado",Jefferson,21,4444,Middle Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,9.1,95% C.I.: 8.8 - 9.5
345,08059010213,"Census Tract 102.13, Jefferson County, Colorado",Jefferson,21,3801,Middle Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,9,95% C.I.: 8.6 - 9.4
346,08059010304,"Census Tract 103.04, Jefferson County, Colorado",Jefferson,21,2337,Second Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,8.7,95% C.I.: 8.4 - 8.9
347,08059009839,"Census Tract 98.39, Jefferson County, Colorado",Jefferson,21,1777,Middle Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,8.8,95% C.I.: 8.6 - 9.1
348,08059060300,"Census Tract 603, Jefferson County, Colorado",Jefferson,21,3310,Fourth Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,10,95% C.I.: 9.6 - 10.3
349,08059060500,"Census Tract 605, Jefferson County, Colorado",Jefferson,21,3530,Middle Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,9.1,95% C.I.: 8.8 - 9.4
350,08059060400,"Census Tract 604, Jefferson County, Colorado",Jefferson,21,2953,Middle Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,9.1,95% C.I.: 8.8 - 9.4
351,08059009851,"Census Tract 98.51, Jefferson County, Colorado",Jefferson,21,2958,Second Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,8.3,95% C.I.: 8 - 8.6
352,08059009837,"Census Tract 98.37, Jefferson County, Colorado",Jefferson,21,2197,Second Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8.4,95% C.I.: 8.2 - 8.7
353,08059009838,"Census Tract 98.38, Jefferson County, Colorado",Jefferson,21,3391,Second Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,8.7,95% C.I.: 8.5 - 9
354,08059009827,"Census Tract 98.27, Jefferson County, Colorado",Jefferson,21,4887,Fourth Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,9.6,95% C.I.: 9.3 - 9.9
355,08059009815,"Census Tract 98.15, Jefferson County, Colorado",Jefferson,21,4036,Second Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,8.7,95% C.I.: 8.5 - 9
356,08059009808,"Census Tract 98.08, Jefferson County, Colorado",Jefferson,21,4257,Middle Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,9.1,95% C.I.: 8.9 - 9.4
357,08059009840,"Census Tract 98.40, Jefferson County, Colorado",Jefferson,21,3193,Second Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,8.7,95% C.I.: 8.4 - 8.9
358,08059009836,"Census Tract 98.36, Jefferson County, Colorado",Jefferson,21,3038,Second Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8.5,95% C.I.: 8.2 - 8.7
359,08115968300,"Census Tract 9683, Sedgwick County, Colorado",Sedgwick,1,1883,Lowest Quintile,County/Regional Estimate 10.7% (95% C.I.: 1.1 - 20.2),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,7,95% C.I.: 4.3 - 11.9
360,08059010211,"Census Tract 102.11, Jefferson County, Colorado",Jefferson,21,2745,Second Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8.4,95% C.I.: 8.1 - 8.6
361,08059010307,"Census Tract 103.07, Jefferson County, Colorado",Jefferson,21,3871,Middle Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,9.5,95% C.I.: 9.1 - 9.8
362,08059010306,"Census Tract 103.06, Jefferson County, Colorado",Jefferson,21,2397,Middle Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,8.8,95% C.I.: 8.5 - 9.2
363,08059009841,"Census Tract 98.41, Jefferson County, Colorado",Jefferson,21,1871,Second Quintile,County/Regional Estimate 8.4% (95% C.I.: 7.3 - 9.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8.5,95% C.I.: 8.3 - 8.8
364,08095967600,"Census Tract 9676, Phillips County, Colorado",Phillips,1,2201,Second Quintile,County/Regional Estimate 8.5% (95% C.I.: 3.3 - 13.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,8.1,95% C.I.: 6.4 - 11.9
365,08095967700,"Census Tract 9677, Phillips County, Colorado",Phillips,1,1127,Lowest Quintile,County/Regional Estimate 8.5% (95% C.I.: 3.3 - 13.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,5.8,95% C.I.: 4.4 - 8.1
366,08013013003,"Census Tract 130.03, Boulder County, Colorado",Boulder,16,4354,Lowest Quintile,County/Regional Estimate 7% (95% C.I.: 5.5 - 8.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,6.4,95% C.I.: 6.2 - 6.7
367,08013013401,"Census Tract 134.01, Boulder County, Colorado",Boulder,16,2589,Lowest Quintile,County/Regional Estimate 7% (95% C.I.: 5.5 - 8.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,7.2,95% C.I.: 6.8 - 7.7
368,08013013503,"Census Tract 135.03, Boulder County, Colorado",Boulder,16,3838,Lowest Quintile,County/Regional Estimate 7% (95% C.I.: 5.5 - 8.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,7.2,95% C.I.: 6.8 - 7.6
369,08013013006,"Census Tract 130.06, Boulder County, Colorado",Boulder,16,4023,Lowest Quintile,County/Regional Estimate 7% (95% C.I.: 5.5 - 8.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,6.9,95% C.I.: 6.6 - 7.2
370,08013012203,"Census Tract 122.03, Boulder County, Colorado",Boulder,16,5754,Lowest Quintile,County/Regional Estimate 7% (95% C.I.: 5.5 - 8.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,7.4,95% C.I.: 7 - 7.7
371,08013013402,"Census Tract 134.02, Boulder County, Colorado",Boulder,16,5971,Lowest Quintile,County/Regional Estimate 7% (95% C.I.: 5.5 - 8.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,6.8,95% C.I.: 6.4 - 7.3
372,08013013210,"Census Tract 132.10, Boulder County, Colorado",Boulder,16,3675,Lowest Quintile,County/Regional Estimate 7% (95% C.I.: 5.5 - 8.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,6.4,95% C.I.: 6.1 - 6.9
373,08013013302,"Census Tract 133.02, Boulder County, Colorado",Boulder,16,3882,Lowest Quintile,County/Regional Estimate 7% (95% C.I.: 5.5 - 8.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,7.6,95% C.I.: 7.2 - 7.9
374,08013013307,"Census Tract 133.07, Boulder County, Colorado",Boulder,16,2847,Lowest Quintile,County/Regional Estimate 7% (95% C.I.: 5.5 - 8.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,6.6,95% C.I.: 6.2 - 7
375,08013013308,"Census Tract 133.08, Boulder County, Colorado",Boulder,16,2891,Lowest Quintile,County/Regional Estimate 7% (95% C.I.: 5.5 - 8.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,6.5,95% C.I.: 6.2 - 6.9
376,08013012510,"Census Tract 125.10, Boulder County, Colorado",Boulder,16,3717,Lowest Quintile,County/Regional Estimate 7% (95% C.I.: 5.5 - 8.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,6.5,95% C.I.: 6.2 - 6.8
377,08013012907,"Census Tract 129.07, Boulder County, Colorado",Boulder,16,2489,Lowest Quintile,County/Regional Estimate 7% (95% C.I.: 5.5 - 8.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,6.9,95% C.I.: 6.6 - 7.3
378,08013013305,"Census Tract 133.05, Boulder County, Colorado",Boulder,16,3806,Lowest Quintile,County/Regional Estimate 7% (95% C.I.: 5.5 - 8.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,7.1,95% C.I.: 6.8 - 7.5
379,08013060900,"Census Tract 609, Boulder County, Colorado",Boulder,16,3662,Lowest Quintile,County/Regional Estimate 7% (95% C.I.: 5.5 - 8.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,7.6,95% C.I.: 7.3 - 8
380,08013012509,"Census Tract 125.09, Boulder County, Colorado",Boulder,16,2783,Lowest Quintile,County/Regional Estimate 7% (95% C.I.: 5.5 - 8.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,7.6,95% C.I.: 7.2 - 7.9
381,08013013208,"Census Tract 132.08, Boulder County, Colorado",Boulder,16,4351,Lowest Quintile,County/Regional Estimate 7% (95% C.I.: 5.5 - 8.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,6.7,95% C.I.: 6.3 - 7
382,08013012701,"Census Tract 127.01, Boulder County, Colorado",Boulder,16,4525,Lowest Quintile,County/Regional Estimate 7% (95% C.I.: 5.5 - 8.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,6.9,95% C.I.: 6.6 - 7.2
383,08013012507,"Census Tract 125.07, Boulder County, Colorado",Boulder,16,3838,Second Quintile,County/Regional Estimate 7% (95% C.I.: 5.5 - 8.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,8.4,95% C.I.: 8.1 - 8.8
384,08013012505,"Census Tract 125.05, Boulder County, Colorado",Boulder,16,3148,Lowest Quintile,County/Regional Estimate 7% (95% C.I.: 5.5 - 8.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,7,95% C.I.: 6.7 - 7.4
385,08013013201,"Census Tract 132.01, Boulder County, Colorado",Boulder,16,1255,Lowest Quintile,County/Regional Estimate 7% (95% C.I.: 5.5 - 8.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,6.5,95% C.I.: 6.2 - 6.8
386,08013013211,"Census Tract 132.11, Boulder County, Colorado",Boulder,16,4254,Lowest Quintile,County/Regional Estimate 7% (95% C.I.: 5.5 - 8.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,6.5,95% C.I.: 6.2 - 6.8
387,08013013207,"Census Tract 132.07, Boulder County, Colorado",Boulder,16,3468,Lowest Quintile,County/Regional Estimate 7% (95% C.I.: 5.5 - 8.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,6.9,95% C.I.: 6.6 - 7.2
